"more","id"
"All men need to be alone to a certain extent, and this is not just egoism. Someone who always wants to help others will at some point feel that he can’t help anymore if he doesn’t get the forces for this out of solitude. One who always wants to talk will someday sense that his words are empty if he doesn’t let spiritual forces come to him in solitude. We must be alone for prayer and meditation; communal prayer can only bring men to a certain groupsouledness. One who thinks that it’s egotistical to go into solitude simply feels the need to be with other people, not to help them. A supposedly selfless wish to help can really come from egoism, where one simply seeks sociability. For instance, the magnetic healing that’s used to lessen others’ pain could just come from the need to have a pleasant feeling from stoking someone’s body. Although love and egoism are opposite poles, it’s nevertheless true that in certain boundary cases they come very close to each other and it’s difficult to tell them apart.\n \nSource: Rudolf Steiner – GA266 – From the Contents of Esoteric Classes – Esoteric Lessons Part II – Karlsruhe, 14th October 1911","1087"
"People often ask whether it wouldn’t be better to use the time that one uses for development for doing good deeds in the world. But occultists must reply that time that’s spent on development isn’t wasted. For a man can only work well and rightly for mankind by making himself more perfect. Outer deeds that seem to be ever so good can be harmful; one just doesn’t know it. \n \nSource: Rudolf Steiner – GA266 – From the Contents of Esoteric Classes – Berlin, 5th June 1908","1086"
"Many people think that they’re working for the good of mankind from morn till eve, but this is questionable. A clairvoyant can see that efforts coming from materialistic thinking have the wrong effect, and it may lie in some people’s karma that they should wait until they can do certain things. Then a higher being can whisper such a task in his ear, so that it’s not induced by outer circumstances. \n \nSource: Rudolf Steiner – GA266 – From the Contents of Esoteric Classes – Stuttgart, 9th August 1908","1085"
"We shall not easily find our way into the innermost nature of karmic connections if we do not pay attention — with the eye of the soul, of course — to the particular mannerisms of an individual. Believe me, for the study of karma it is just as important to be interested in a gesture of the hand as in some great spiritual talent. It is just as important to be able to observe — from the spiritual side (astral body and ego) — how a man sits down on a chair as to observe, let us say, how he discharges his moral obligations. If a man is given to frowning, to knitting his brow, this may be just as important as whether he is virtuous or the reverse.\n \nMuch that in ordinary life seems to be quite insignificant is of very great importance when we begin to consider destiny and observe how it weaves its web from life to life; while many a thing in this or the other human being that appears to us particularly important becomes of negligible significance,\n \nGenerally speaking, it is not, as you know, very easy to pay real attention to bodily peculiarities. They are there and we must learn to observe them naturally without wounding our fellow-men — as we certainly shall do if we observe merely for observation’s sake. That must never be. Everything must arise entirely of itself. When, however, we have trained our powers of attention and perception, individual peculiarities do show themselves in every human being, peculiarities which may be accounted trifling but are of paramount importance in connection with the study of karma. A really penetrating observation of human beings in respect of their karmic connections is possible only when we can discern these significant peculiarities.\n \nSource: Rudolf Steiner – GA235 – Karmic Relationships, Volume I: Lecture IX – Dornach, 15th March 1924","1084"
"As here we live rhythmically between waking and sleeping, so in the other world life alternates between withdrawal into ourselves and sociable intercourse with other souls. As I have described above, our life in the higher worlds depends on how we have prepared ourselves here on earth.\n \nSource: Rudolf Steiner – GA140 – Life Between Death and Rebirth – XV: Intercourse With the Dead – Düsseldorf, April 27, 1913","1083"
"What is of particular importance for the modern anthroposophist is the gaining of conviction with regard to reincarnation and karma. The way in which men gain this conviction, how they succeed in spreading the thought of reincarnation and karma — it is this that from now onwards will essentially transform modern life, will create new forms of life, an entirely new social life, of the kind that is necessary if human culture is not to decline but rise to a higher level. Experiences in the life of soul such as were described yesterday are, fundamentally speaking, within the reach of every modern man, and if only he has sufficient energy and tenacity of purpose he will certainly become inwardly convinced of the truth of reincarnation and karma.\n \nSource: Rudolf Steiner – GA135 – Reincarnation and Karma: Lecture IV – Stuttgart, 21st February 1912","1082"
"It is not enough for us merely to introduce ideas such as those of reincarnation and karma — the question is, in what way we introduce them. If they become merely an incentive to egoism, then they do not raise our civilised life, they only serve to sink it lower. There is another way again in which reincarnation and karma become unethical — anti-ethical — ideas. Many people say: “I must be good, so that I may have a fortunate incarnation next time.” To act from such a motive, to be virtuous in order that one may have as pleasant a time as possible in the next incarnation — this is not simple egoism, but double egoism. Yet this double egoism is what many people did actually get out of the ideas of reincarnation and karma. Our civilisation possesses so little of any altruistic or religious impulse, that it is incapable of conceiving even such ideas as those of reincarnation and karma in the sense that would make them a stimulus to altruistic, not to egoistic actions and sentiments.\n \nSource: Rudolf Steiner – GA191 – Cosmogony, Freedom, Altruism – Lecture 4 – Dornach, October 10th, 1919","1081"
"In perceiving the sequence of earthly lives one also learns to understand what streams from the present into the future. Men who are capable of intense hatred carry over into the next earthly life as the result of this hatred the disposition to be hurt by everything that happens. If one studies a man who goes through life with a perpetual grudge because everything hurts him, makes him suffer, that is what one finds. Naturally one must have compassion for such a man but this trait in the character invariably leads back to a previous incarnation when he gave way to hatred. Please do not misunderstand me here. When hatred is mentioned it is natural for everyone to say: “I do not hate, I love everybody.” But let them try to discover how much hidden hatred lurks in the soul! This becomes only too evident when one hears human beings talking about each other. Just think about it and you will realise that the derogatory things that are said about an individual far outweigh what is ever said in his praise. And if one were to go into the true statistics it would be found that there is a hundred times — really a hundred times — more hatred than love among human beings. This is a fact although it is not generally acknowledged; people always believe that their hatred is justified and excusable. But hatred is transformed in the next earthly life into hypersensitiveness to suffering and in the third life into lack of understanding, obtuseness traits which make a man hard and indifferent, incapable of taking a real interest in anything.\n \nSource: Rudolf Steiner – Karmic Relationships: Esoteric Studies – Volume V: Lecture II – Prague, 30th March, 1924","1080"
"Once a modern person’s thinking habits are schooled in the present-day scientific way of thinking, he cannot easily change over to an Anthroposophical way of thinking. We certainly have to be aware that we cannot expect to find acknowledgement of Anthroposophical knowledge from the side of science.\n \nThose people who have not schooled their thinking habits on today’s scientific activity or young people who grew into these scientific thinking habits but also immediately left them behind again, will be the ones to recognize the merits of the Anthroposophical world view.\n \nTranslated by Nesta Carsten-Krüger\n \nSource: Rudolf Steiner – GA225 – Drei Perspektiven der Anthroposophie – Dornach, 20th July 1923","1079"
"What is unwell in a mentally ill person? In the case of someone who is mentally ill it is the body that actually is sick; the body is unable to use the soul and the spirit in the right way. In the case of someone of whom it is said that he is mentally ill, it is always the physical body that in reality is ill; when the brain is not able to function in the right way it is understood that the person concerned will not be able to think normally. In the same way the feelings of a person with a sick liver cannot function in the normal way.\n \nAnd so to call someone “spiritually ill” (in German it is called Geisteskrank) is actually the most incorrect expression to use. Someone, of whom it is said that he is mentally ill, actually suffers from a bodily ailment. The body is so ill, that the spirit, which is never ill, cannot be utilised in the right way.\n \nAbove all, you must clearly understand that the spirit is always healthy. Only the body can get sick in such a way that it cannot take hold of the spirit in the right way. If someone has an ailing brain it is the same as when someone uses a hammer that keeps on breaking when he uses it. If I call someone who does not have a hammer lazy and tells him he is incapable to function as a woodworker, it goes without saying that I am talking nonsense. He might be able to function as a woodworker if he had a hammer at his disposal. In the same way it is utter nonsense to say that someone is mentally ill. The spirit is perfectly healthy, but his body, his tool, lets him down.\n \nTranslated by Nesta Carsten-Krüger\n \nSource: Rudolf Steiner – GA350 – VORTRÄGE FÜR DIE ARBEITER AM GOETHEANUMBAU – Dornach, 28th June 1923","1078"
"The Christ Impulse was so great that mankind of the present has understood but very little of it, and only in a later age will it be wholly comprehended.\n \nSource: Rudolf Steiner – GA103 – The Gospel of St. John: Lecture X: The Effect of the Christ Impulse Within Mankind – Hamburg, 30th May 1908","1077"
"What binds men to each other in love is egoism in by far the most cases. One loves someone because one feels that it’s pleasant to be near the person one loves. The good Gods had to use egoism to teach men about love.\n \nSource: Rudolf Steiner – GA266 – From the Contents of Esoteric Classes – Esoteric Lessons Part III – Stockholm, 8th June 1913","1076"
"Two things must be completely avoided during occult training. We should never harm anyone through deeds, thoughts or words intentionally or not. Secondly, the feeling of hate must disappear in us, otherwise it reappears as a feeling of fear; for fear is suppressed hate. We must transform the hate into a feeling of love, the love of wisdom.\n \nSource: Rudolf Steiner – GA266 – From the Contents of Esoteric Classes – Kassel, 26th February 1909","1075"
"Let’s take a closer look at esoteric life. We know that various changes take place in our soul life through the exercises we received. For instance, the passions that a man had before get stronger. Old inclinations, drives and passions one thought one had overcome and put aside reemerge from the dark shafts of soul life and assert themselves vehemently. Or an esoteric often thoughtlessly does something which he would have been ashamed of before the start of his esoteric training or wouldn’t have done at all. His antipathies and sympathies for people become stronger than before; his whole soul life becomes stirred up. In short, a man gets to know what he’s really like in his soul depths so that he has real self-knowledge. Therefore strict and strong self-control is indispensable for an esoteric pupil.\n \nSource: Rudolf Steiner – GA266 – From the Contents of Esoteric Classes – Esoteric Lessons Part II – Basel, 20th September 1912","1074"
"An unavoidable experience one has by faithfully doing the exercises is a splitting of the personality. A man will begin to feel as if something was accompanying him, something that thinks and hears with him and even speaks with him if he’s inwardly weak. It’s a second ego that emerges, a doppelganger that one has placed outside one. The more seriously someone treads the esoteric path, the more of his old man he places outside him, that is, he sheds one skin after another like a snake. These skins become like a second body, a doppelganger who never leaves one again for the rest of one’s life. In the old Egyptian mysteries someone who had placed his double outside him was called a kha man. The double is chained to the kha man to constantly remind him what he was or still is. That’s not always a pleasant feeling. But the awareness that he always has his double with him will remind him of his defects and that he should improve himself. He should constantly feel this presence, otherwise things would get dangerous, and because of his many, high ideals and intentions, he would forget what his inner life and defects are. Under certain circumstances it could even endanger a high initiate’s life if in spite of his high striving he would forget this double for even a moment. […] The more the double appears the better it is for our development, for otherwise, we would be living under great delusions about ourself.\n \nSource: Rudolf Steiner – GA266 – From the Contents of Esoteric Classes – Esoteric Lessons Part II – Hannover, 31st December 1911","1073"
"Who then are those who principally labour for the good of humanity in general, and who set themselves universal tasks in later incarnations? They are those who in earlier incarnations, have in some way or other died a death of sacrifice. The devotional natures, those given up to the spiritual here on the earth, owe this to their life of martyrdom in a previous incarnation. The earth could not progress unless people sacrificed themselves.\n \nSource: Rudolf Steiner – GA157a – The Forming of Destiny and Life after Death – Lecture 3 – Berlin, 20th November 1915","1072"
"Nothing on the Earth happens that is not related to the spirit. Our soul with her good and bad deeds is closely related to all that happens on the Earth. If an earthquake happens, we can never see it as individual karma. It belongs to the karma of humanity as a whole. A person with a materialistic worldview will think someone who makes such a statement to be superstitious, but whoever says that, is unaware that such a remark is really quite childlike. In the same way that no flower grows without spiritual forces, without being an expression of spirit and soul, there is no earthquake, no volcanic eruption without a spiritual reason, without a spiritual cause.\n \nTranslated by Nesta Carsten-Krüger\n \nSource: Rudolf Steiner – GA108 – Die Beantwortung von Welt- und Lebensfragen durch Anthroposophie – Pforzheim 17 januari 1909 (p.93)","1071"
"As everyone knows, as far as subjective feelings are concerned, pain only becomes greater the more we think about it. It is not the objective damage but the pain of it that increases as we think more about it. In certain respects, the very best remedy for the overcoming of pain is to bring yourself, if you can, not to think about it.\n \nSource:Rudolf Steiner – GA302a – Education for Adolescents – Stuttgart, 21th June 1922","1070"
"I would merely like to say that when one speaks on educational questions at the present day one finds oneself in a peculiar situation. For if one sees much that needs reforming in education, it is as much as to say that one is not satisfied with one’s own education. One implies that one’s own education has been exceedingly bad. And yet, as a product of this very bad education, of this education in which one finds so much to criticise — for other-wise why be a reformer? — one sets up to know the right way to educate! This is the first thing that involves a contradiction. The second thing is one which gives one a slight feeling of shame in face of the audience when speaking on education, — for one realises that one is speaking of what education ought to be and how it must be different from present day practice. So that it amounts to saying: you are all badly educated. And yet one is appealing to those who are badly educated to bring about a better education. One assumes that both the speaker and the audience know very well what good education should be in spite of the fact that they have been exceedingly badly educated.\n \nNow this is a contradiction, but it is one which life itself presents us, and it can really only be solved by the view of education which is here being described. For one can perfectly well know what is the matter with education and in what respects it should be improved, just as one can know that a picture is well painted without possessing the faintest capacity for painting a picture oneself. You can consider yourself capable of appreciating the merits of a picture by Raphael without thinking yourself capable of painting a Raphael picture. In fact it would be a good thing to-day if people would think like this. But they are not content with merely knowing, where education is concerned, they claim straightaway to know how to educate; as though someone who is no painter and could not possibly become a painter, should set up to show how a badly painted picture should be painted well.\n \nSource: Rudolf Steiner – GA305 – Spiritual Ground of Education: Lecture IV: Body Viewed from the Spirit – Oxford, 19th August 1922","1069"
"A child is able to take in the elements of Arithmetic at quite an early age. But in arithmetic we observe how very easily an intellectual element can be given the child too soon. Mathematics as such is alien to no man at any age. It arises in human nature; the operations of mathematics are not foreign to human faculty in the way letters are foreign in a succeeding civilisation. But it is exceedingly important that the child should be introduced to arithmetic and mathematics in the right way. And what this is can really only be decided by one who is enabled to overlook the whole of human life from a certain spiritual standpoint.\n \nThere are two things which in logic seem very far removed from one another: arithmetic and moral principles. It is not usual to hitch arithmetic on to moral principles because there seems no obvious logical connection between them. But it is apparent to one who looks at the matter, not logically, but livingly, that the child who has a right introduction to arithmetic will have quite a different feeling of moral responsibility from the child who has not. And — this may seem extremely paradoxical to you, but since I am speaking of realities and not of the illusions current in our age, I will not be afraid of seeming paradoxical, for in this age truth often seems paradoxical. — If, then, men had known how to permeate the soul with mathematics in the right way during these past years we should not now have bolshevism in Eastern Europe. This it is that one perceives: what forces connect the faculty used in arithmetic with the springs of morality in man.\n \nSource: Rudolf Steiner – GA305 – Spiritual Ground of Education: Lecture V: How Knowledge Can Be Nurture – Oxford, 21st August 1922","1068"
"This is of enormous importance in its application to moral education: if we give the child definite precepts in conceptual form, we oblige him to come to morality in the form of ideas, and then antipathy arises; man’s inner organism sets itself against abstract moral precepts or commandments, it opposes them. But I can encourage the child to form his own moral sentiments direct from life, from feeling, from example and subsequently lead him on to the breaking down, to the catabolic stage, and get him to formulate moral principles as a free autonomous being. In this case I am helping him to an activity which benefits his entire being. Thus, if I give a child moral precepts I make morality distasteful, disgusting, to him, and this fact plays an important part in modern social life. You have no idea how much disgust human beings have felt for some of the most beautiful, the noblest, the mast majestic of man’s moral impulses because they have been presented to them in the form of precepts, in the form of intellectual ideas.\n \nSource: Rudolf Steiner – GA305 – Spiritual Ground of Education: Lecture IX: The Teachers of the Waldorf School – Oxford, 25th August 1922","1067"
"The materialist believes that he hurts a man when he throws a stone at him, on the other hand he believes that a hate thought he cherishes towards his fellow man, does not hurt. But who really knows the world, knows that much, much stronger effects are caused by a hatred thought than ever can be caused by a thrown stone.\n \nSource: Rudolf Steiner – The Theosophy of the Rosicrusian – München, May 30, 1907\n \nPreviously posted on September 26, 2012.","1066"
"Children suffer great, nay untold damage if they come to believe that other children are the teacher’s favourites. This must be avoided at all costs.\n \nSource: Rudolf Steiner – GA310 – Human Values in Education: LECTURE VI – Arnheim, 22nd July 1924","1065"
"It is absolutely possible for an individual to exhibit qualities which compel us to treat him as mentally inferior, feeble-minded: nevertheless the same person may utter things — which are full of life and wit to the point of genius. That is quite possible. And why? Because of the extreme suggestibility associated with certain types of mental inferiority; a suggestibility open to all the mysterious influences of the environment and reflecting them as a mirror.\n \nSource: Rudolf Steiner – GA312 – Spiritual Science and Medicine: Lecture XIII – Dornach, 2nd April 1920","1064"
"You must keep in mind that Anthroposophy does more than look at the physical world and say: It is based on something spiritual. This would be much too easy. By such a way of thinking, we could acquire no real conception of the spiritual world. Someone who is determined to repeat in philosophic terms that the physical world rests on a spiritual foundation, would be like a man who when walking across a meadow is told by his companion: Look, this flower is a dandelion, these are daisies, and so forth. The first man, however, might reply: Indeed, I am not interested in these names. Here I see flowers, just flowers in the abstract. Such a person would be like a philosopher who recognizes only the pantheistic-spiritual element, but refuses to discuss the concrete facts, the particular formations of the spiritual.\n \nSource: Rudolf Steiner – GA226 – Man’s Being, His Destiny and World-Evolution: Lecture III – Kristiania, 18th May 1923","1063"
"The opponents of Anthroposophy increase with every month. Yet they are unable to find a foothold. For, since Anthroposophy always agrees with them, but they refuse to agree with Anthroposophy, they cannot attack very well what the Anthroposophist says. And for this reason they attack his personality: defame it, tell lies about it. Unfortunately, polemics tend more and more towards such a form. This must be envisaged by those standing on anthroposophical ground.\n \nYou must consider that a very odd assortment of antagonistic books exists now-a-days. Many of their authors, who have read anthroposophical literature, may have found out that I myself, in certain passages of my own books, mention all the objections that could be raised. I engage in polemics against myself, in order to show how that which I affirm could be blotted out. Hence all possible objections against Anthroposophy can be found in my own books. Consequently, many of my opponents busy themselves with copying the arguments which I myself, in my own books, have cited against Anthroposophy. They then distribute these writings to others in order to attack Anthroposophy. Thus you can find hostile writings plagiarizing my own books and simply copying my words when I say: this or that objection could be raised. The fact that the anthroposophist himself has to point out all the arguments that can be advanced against him makes his opponents’ task rather easy.\n \nSource: Rudolf Steiner – GA226 – Man’s Being, His Destiny and World-Evolution: Lecture IV – Kristiania, 19th May 1923","1062"
"Reality consists in contradictions. We do not understand reality unless we see the contradictions in the world.\n \nSource: Rudolf Steiner – GA293 – The Study of Man: Lecture VIII – Stuttgart, 29th August 1919","1061"
"Do you not see the continually growing number of people at the present time who do not want any science of the spirit, any knowledge of the spiritual? Do you not see how numerous are the people to whom the old forces of religion no longer give any inner stimulus? Whether they go to church or not is a matter of complete indifference to large numbers of human beings nowadays. The old religious impulses mean nothing to them. But neither will they bring themselves to give a thought to what can stream into our civilization as new spiritual life. They resist it, reject it, regard it as folly, as something inconvenient; they will not allow themselves to have anything to do with it. But, you see, human beings as we live on earth are veritably a unity. Our spiritual nature cannot be separated from our physical nature; both work together as a unity between birth and death. And even if human beings do not receive the spiritual through their faculties of soul, the spiritual takes effect, nevertheless. Since the last third of the nineteenth century the spiritual has been streaming around us; it is streaming into earthly evolution. The spiritual is there in very truth — only people are not willing to receive it.\n \nSource: Rudolf Steiner – GA93 – The Influences of Lucifer and Ahriman: Lecture Three – Bern, 4th November 1919","1060"
"Think of the marvelous structure of the femur, of the bone which bears the whole body. Its construction is such that the maximum amount of strength is produced with the minimum amount of substance. No engineer could create such a wonder-structure. In comparison with the physical body, the astral body – the seat of passions and desires – is rudimentary and crude.\n \nThe physical world is the expression of wisdom incarnate, divine wisdom.\n \nSource: Rudolf Steiner – GA94 – An Esoteric Cosmology Lecture IV: Involution and Evolution – Paris, 28 May 1906\n \n Previously posted on 19 September 2013.","1059"
"Every genuine knowledge is born out of sorrow, of suffering, of grief. True, profound knowledge is never born out of joy. True, profound knowledge is born out of suffering.\n \nSource: Rudolf Steiner – GA226 – Man’s Being, His Destiny and World Evolution: Lecture 5 – Kristiania, 20th May 1923\n \nTranslated by Erna McArthur","1058"
"Only by working through the force of habit and custom in man can you give order to his will and therewith also to his memory. In other words, you must understand how everything that awakens an intense interest in the child also contributes to a very great extent towards making his memory strong and efficient. For the power of the memory must be derived from the feeling and will and not from mere intellectual memory exercises.\n \nSource: Rudolf Steiner – GA293 – The Study of Man: Lecture VIII – Stuttgart, 29 August 1919","1057"
"From the change of teeth up to the time of adolescence the child really lives continually in the present, and is interested in what is going on in the world around him. When educating we must constantly keep in mind that children of primary school age want always to live in the present. How does one live in the present? One lives in the present when one enjoys the world around one, not in an animal way, but in a human way. And indeed the child of this age wants also to enjoy the world in the lessons he receives. Therefore from the outset we must make our teaching a thing of enjoyment for the children — not animal enjoyment, but enjoyment of a higher, human kind — not something that calls forth in them antipathy and repulsion.\n \nSource: Rudolf Steiner – GA293 – The Study of Man: Lecture IX – Stuttgart, 30 August 1919","1056"
"The whole civilisation of to-day, even into the sphere of the most spiritual life, is founded on the egoism of humanity. In the first place, consider with an open mind that domain of spiritual life which receives men’s reverence to-day — the domain of religion. Ask yourselves if our present civilisation, particularly in the religious sphere, is not so constituted, as to appeal to man’s egoism. It is typical of all sermons and preaching of our time that the preacher tries to reach men through their egoism. Take for example that question which should concern people most deeply — the question of immortality. You will see how almost everything to-day, even in sermons and exhortations, is directed by the preachers to appeal to man’s egoism in the super-sensible sphere. Egoism impels man to cling to his own being as he passes through the gate of death, to preserve his Ego. This is a form of egoism, however refined. And to-day every religious denomination appeals largely to this egoism when treating of immortality. Hence official religion mostly forgets one end of our earthly existence in addressing man, and takes account only of the other. It fixes its gaze on death and forgets birth. Though these things may not be openly acknowledged, they are nevertheless underlying tendencies. We live in a time when this appeal to human egoism must be combated in every domain, if the life of mankind is not to decline further and further on its present downward course.\n \nSource: Rudolf Steiner – GA293 – The Study of Man: Lecture I – Stuttgart, 21st August 1919","1055"
"Let us learn to regard the mistakes of human beings as their own affair and the accomplishments of human beings as something that concerns all of humankind. People’s errors belong to their karma; their deeds concern humanity. Let us learn not to be troubled by people’s mistakes; they themselves must atone for them. Let us rather be thankful for their accomplishments, for the entire evolution of humanity lives from them.\n \nSource: Rudolf Steiner – GA104a – Reading the Pictures of the Apocalypse: Part 1: Lecture Three – Munich, 8th May 1907","1054"
"Now I come back to the question: Where are the earlier Initiates? For certainly it will be said that they are not to be found. But, my dear friends — I shall have to say something paradoxical here! — if it were possible for a number of human beings to be born today at the age of seventeen or eighteen, so that when they descended from the spiritual world they would in some way or other find and enter seventeen- or eighteen-year-old bodies, or if at least human beings could in some way be spared from going to school (as schools are constituted today), then you would find that those who were once Initiates would be able to appear in the human being of the present day. But just as little as it is possible, under the conditions obtaining on earth today, for an Initiate, when he needs bread, to nourish himself from a piece of ice, just as little is it possible for the wisdom of an older time to manifest directly, in the form that you would expect, in a body that has received education — in the present-day accepted sense of the word — up to his seventeenth or eighteenth year. Nowhere in the world is this possible; at all events, nowhere in the civilised world. We have here to take account of things that lie altogether beyond the outlook of the educated men of modern times.\n \nWhen, as is the custom today, a child is obliged as early as the sixth or seventh year to learn to read and write, it is torture for the soul that wants to develop and unfold in accordance with its own nature. I can only repeat what I have already told you in my autobiography, that I owe the removal of many hindrances to the circumstance that when I was twelve years old I was still unable to write properly. For the capacity of being able to write, in the way that is demanded today, kills certain qualities in the human being.\n \nIt is necessary to say such a thing, paradoxical though it may sound, for it is the truth. There is no help for it — it is a fact. Hence it is that a highly evolved individual can be recognised in his reincarnation only if one looks at manifestations of human nature which are not directly apparent in a man, if he has gone through a modern education, but reveal themselves, so to speak, behind him. \n \nSource: Rudolf Steiner – GA235 – Karmic Relationships: Esoteric Studies – Volume I – Lecture XII – Dornach, 23rd March 1923","1053"
"The time will come, and it may not be far off, that people will say: It is pathological for people to even think in terms of spirit and soul. ‘Sound’ people will speak of nothing but the body. It will be considered a sign of illness for anyone to arrive at the idea of any such thing as a spirit or a soul. People who think like that will be considered to be sick and — you can be quite sure of it — a medicine will be found for this. At Constantinople the spirit was made non-existent. The soul will be made non-existent with the aid of a drug. Taking a ‘sound point of view’, people will invent a vaccine to influence the organism as early as possible, preferably as soon as it is born, so that this human body never even gets the idea that there is a soul and a spirit.\n \nThe two philosophies of life will be in complete opposition. One movement will need to reflect how concepts and ideas may be developed to meet the reality of soul and spirit. The others, the heirs of modern materialism, will look for the vaccine to make the body ‘healthy’, that is, makes its constitution such that this body no longer talks of such rubbish as soul and spirit, but takes a ‘sound’ view of the forces which live in engines and in chemistry and let planets and suns arise from nebulae in the cosmos. Materialistic physicians will be asked to drive the souls out of humanity.\n \nSource: Rudolf Steiner – GA177 – Fall of the Spirits of Darkness – Lecture 5 – Dornach, 7th October 1917","1052"
"If a person looks back in a more unselfish way to what he has experienced in childhood, youth, etc. — according to the age he has reached — there emerges as if out of the gray depths of the spirit various persons who have had something to do with his life in all sorts of relationships.\n \nLook back into your life and pay less attention to what interests you in your own respectable person and much more to those figures that have come into contact with you, educating you, befriending you, assisting you, perhaps also injuring you — often injuring you in a helpful way.\n \nOne thing will then become evident to you and that is how little reason a person really has to ascribe to himself what he has become. Often something important in us is due to the fact that one person or another came into contact with us at a certain age, and — perhaps, without knowing it himself, or perhaps, being fully aware of the fact — drew our attention to something or other. In a comprehensive sense, a really unselfishly conducted survey of our lives is made up of all sorts of things that do not give us occasion to immerse ourselves selfishly in our own being, to brood over ourselves egotistically, but lead us to broaden our views to include those figures who came into contact with us. Let us immerse ourselves with real love in what has come into our life. We shall often discover that what evoked an antipathy in us at a certain period is no longer so disagreeable to us when a sufficient length of time has passed because we begin to see an inner connection. The fact that we had to be affected in an unpleasant way at a certain time by one person or another might have been useful to us. We often gain more from the harm that a person does to us than from the furtherance afforded us by another. It would be advantageous to a person if he more frequently exercised such a survey of his life, and should permeate his life with the convictions flowing from his self observation. “How little occasion I really have to occupy myself with myself! How immeasurably richer my life becomes when I look back to all those who have entered my life!” In this way we free ourselves from ourselves when we carry out such an unselfish survey. We then escape from that terrible evil of our times, to which so many fall victims, of brooding over ourselves. It is so extremely necessary that we should free ourselves from this brooding over ourselves. Anyone who has once felt the power of such self-observation as I have just described will find himself far too uninteresting to spend much time brooding over his own life.\n \nSource: Rudolf Steiner – GA186 – The Challenge of the Times – Lecture 5 – Dornach, 7th December 1918","1051"
"When we go through the gate of death our life on earth is followed by a few days in which pictures of the life just ended come before us in a gigantic perspective. These pictures are suddenly there: the events of years long past and of the last few days are there simultaneously. As the spatial exists side by side and only possesses spatial perspective, so the temporal events of our earthly life are now seen side by side and possess ‘time-perspective’. This tableau appears suddenly, but, during the short time it is there, it becomes more and more shadowy, weaker and weaker. Whereas in earthly life we look into ourselves and feel that we have our memory-pictures ‘rolled up’ within us, these pictures now become greater and greater. We feel as if they were being received by the universe. What is at first comprised within the memory tableau as in a narrow space, becomes greater and greater, more and more shadowy, until we find it has expanded to a universe, becoming so faint that we can scarcely decipher what we first saw plainly. We can still divine it; then it vanishes in the far spaces and is no longer there.\n \nThat is the second form taken by memory — in a sense, its second metamorphosis — in the first few days after death. It is the phase which we can describe as the flight of our memories out into the cosmos. And all that, like memory, we have bound so closely to our life between birth and death, expands and becomes more and more shadowy, to be finally lost in the wide spaces of the cosmos.\n \nTo be continued \n \nSource: Rudolf Steiner – GA234 – Anthroposophy, An Introduction – Lecture IX – Dornach, 10th February 1924","1050"
"It is really as if we saw what we have actually been calling our ego during earthly life, disappear into the wide spaces of the cosmos. This experience lasts a few days and, when these have passed, we feel that we ourselves are being expanded too. Between birth and death we feel ourselves within our memories; and now we actually feel ourselves within these rapidly retreating memories and being received into the wide spaces of the universe.\n \nAfter we have suffered this super-sensible stupor, or faintness, which takes from us the sum-total of our memories and our inner consciousness of earthly life, we live in the third phase of memory. This third phase of memory teaches us that what we had called ourself during earthly life — in virtue of our memories — has spread itself through the wide spaces of the universe, thereby proving its insubstantiality for us. If we were only what can be preserved in our memories between birth and death, we would be nothing at all a few days after death.\n \nBut we now enter a totally different element. We have realised that we cannot retain our memories, for the world takes them from us after death. But there is something objective behind all the memories we have harboured during earthly life. The spiritual counterpart, of which I spoke yesterday, is engraved into the world; and it is this counterpart of our memories that we now enter. \n \nTo be continued\n \nSource: Rudolf Steiner – GA234 – Anthroposophy, An Introduction – Lecture IX – Dornach, 10th February 1924","1049"
